iter	Passed	Remaining
179	493	2246
180	494	2239
181	497	2235
182	499	2229
183	501	2223
184	503	2217
185	505	2210
186	507	2204
187	509	2199
188	511	2196
189	514	2192
190	516	2188
191	519	2184
192	521	2180
193	524	2177
194	526	2172
195	529	2170
196	531	2165
197	533	2161
198	535	2157
199	538	2152
200	540	2148
201	542	2142
202	544	2138
203	546	2133
204	548	2128
205	551	2124
206	553	2121
207	556	2117
208	558	2114
209	561	2110
210	563	2106
211	565	2102
212	568	2099
213	570	2095
214	573	2093
215	575	2089
216	577	2085
217	579	2080
218	582	2076
219	584	2071
220	587	2069
221	589	2065
222	592	2063
223	594	2060
224	597	2056
225	599	2052
226	601	2048
227	603	2045
228	606	2041
229	608	2037
230	611	2034
231	613	2030
232	615	2025
233	617	2022
234	620	2018
235	621	2012
236	623	2007
237	625	2001
238	626	1996
239	628	1990
240	630	1985
241	632	1979
242	633	1974
243	635	1969
244	637	1965
245	640	1962
246	642	1957
247	644	1954
248	646	1951
249	649	1947
250	651	1945
251	654	1942
252	656	1939
253	659	1936
254	661	1932
255	663	1929
256	666	1926
257	668	1923
258	671	1920
259	673	1917
260	676	1915
261	678	1912
262	682	1912
263	684	1908
264	687	1905
265	688	1900
266	690	1896
267	692	1892
268	695	1889
269	696	1884
270	699	1881
271	701	1878
272	703	1873
273	705	1869
274	707	1866
275	709	1862
276	712	1859
277	714	1856
278	717	1853
279	719	1850
280	721	1846
281	724	1844
282	727	1842
283	729	1839
284	731	1834
285	733	1830
286	735	1826
287	737	1822
288	740	1821
289	742	1817
290	745	1816
291	748	1813
292	750	1810
293	752	1807
294	755	1805
295	758	1802
296	769	1821
297	772	1820
298	775	1817
299	778	1816
300	780	1813
301	783	1810
302	785	1807
303	787	1803
304	790	1801
305	799	1814
306	804	1815
307	807	1813
308	810	1812
309	813	1809
310	816	1808
311	820	1810
312	824	1808
313	827	1807
314	829	1804
315	832	1801
316	834	1798
317	837	1795
318	839	1792
319	842	1789
320	844	1786
321	845	1780
322	847	1776
323	849	1771
324	852	1769
325	855	1768
326	857	1765
327	859	1761
328	861	1756
329	862	1752
330	864	1748
331	866	1743
332	868	1738
333	870	1735
334	871	1730
335	873	1726
336	875	1721
337	876	1717
338	878	1712
339	879	1707
340	881	1703
341	883	1699
342	885	1695
343	886	1691
344	888	1686
345	890	1682
346	891	1678
347	893	1673
348	895	1670
349	898	1667
350	900	1664
351	901	1659
352	903	1655
353	905	1651
354	906	1647
355	908	1643
356	910	1639
357	912	1635
358	914	1632
359	916	1628
360	917	1624
361	919	1620
362	921	1616
363	922	1612
364	924	1608
365	926	1604
366	928	1601
367	930	1597
368	931	1593
369	933	1589
370	935	1585
371	937	1582
372	938	1578
373	941	1575
374	943	1573
375	946	1570
376	947	1566
377	950	1563
378	951	1559
379	953	1555
380	954	1551
381	957	1548
382	959	1545
383	961	1542
384	963	1539
385	966	1536
386	967	1533
387	969	1529
388	972	1527
389	974	1524
390	976	1521
391	979	1518
392	981	1515
393	983	1512
394	985	1508
395	987	1506
396	988	1501
397	990	1498
398	993	1496
399	995	1493
400	998	1490
401	1000	1488
402	1002	1485
403	1004	1481
404	1006	1478
405	1008	1475
406	1010	1471
407	1011	1468
408	1013	1464
409	1015	1461
410	1017	1457
411	1019	1454
412	1020	1451
413	1022	1447
414	1024	1444
415	1026	1441
416	1028	1438
417	1030	1435
418	1032	1431
419	1034	1428
420	1036	1425
421	1038	1422
422	1039	1418
423	1041	1415
424	1043	1412
425	1045	1409
426	1048	1406
427	1050	1403
428	1052	1400
429	1054	1398
430	1056	1394
431	1059	1392
432	1061	1389
433	1063	1386
434	1065	1384
435	1067	1380
436	1069	1377
437	1071	1375
438	1073	1372
439	1075	1369
440	1078	1366
441	1080	1363
442	1081	1360
443	1083	1356
444	1085	1354
445	1087	1351
446	1089	1348
447	1091	1344
448	1093	1342
449	1101	1346
450	1103	1343
451	1105	1340
452	1107	1336
453	1109	1333
454	1111	1330
455	1112	1327
456	1115	1325
457	1117	1322
458	1119	1319
459	1120	1315
460	1122	1312
461	1124	1309
462	1126	1306
463	1128	1303
464	1129	1300
465	1132	1297
466	1134	1294
467	1136	1291
468	1138	1288
469	1140	1285
470	1142	1283
471	1144	1280
472	1146	1277
473	1148	1274
474	1150	1271
475	1151	1268
476	1153	1264
477	1155	1262
478	1158	1259
479	1159	1256
480	1161	1253
481	1163	1250
482	1165	1247
483	1167	1245
484	1170	1242
485	1172	1239
486	1173	1236
487	1175	1233
488	1178	1231
489	1179	1228
490	1181	1225
491	1183	1222
492	1185	1219
493	1187	1216
494	1189	1213
495	1191	1210
496	1193	1208
497	1195	1205
498	1198	1202
499	1201	1201
500	1204	1199
501	1205	1196
502	1208	1193
503	1209	1190
504	1211	1187
505	1214	1185
506	1217	1184
507	1219	1181
508	1221	1177
509	1223	1175
510	1225	1172
511	1226	1169
512	1228	1166
513	1230	1163
514	1231	1159
515	1232	1156
516	1234	1153
517	1236	1150
518	1238	1147
519	1240	1144
520	1242	1141
521	1243	1138
522	1245	1135
523	1247	1133
524	1249	1130
525	1250	1127
526	1253	1124
527	1255	1122
528	1257	1119
529	1258	1115
530	1260	1112
531	1261	1109
532	1263	1106
533	1264	1103
534	1266	1100
535	1268	1097
536	1270	1095
537	1272	1092
538	1274	1089
539	1275	1086
540	1277	1084
541	1279	1081
542	1281	1078
543	1283	1075
544	1285	1073
545	1287	1070
546	1288	1067
547	1290	1064
548	1292	1061
549	1294	1058
550	1295	1055
551	1297	1053
552	1299	1050
553	1301	1047
554	1302	1044
555	1304	1041
556	1306	1038
557	1308	1036
558	1310	1033
559	1311	1030
560	1313	1028
561	1329	1035
562	1331	1033
563	1333	1030
564	1335	1028
565	1337	1025
566	1339	1022
567	1341	1020
568	1343	1017
569	1346	1015
570	1348	1013
571	1350	1010
572	1352	1007
573	1353	1004
574	1356	1002
575	1358	1000
576	1361	997
577	1363	995
578	1365	993
579	1367	990
580	1370	988
581	1372	986
582	1375	983
583	1377	981
584	1379	978
585	1381	976
586	1384	974
587	1387	972
588	1389	969
589	1392	967
590	1393	964
591	1396	962
592	1398	959
593	1414	966
594	1416	964
595	1418	961
596	1420	958
597	1423	956
598	1425	954
599	1427	951
600	1429	949
601	1431	946
602	1433	943
603	1434	940
604	1436	938
605	1438	935
606	1440	932
607	1442	929
608	1443	926
609	1445	924
610	1447	921
611	1449	918
612	1451	916
613	1453	913
614	1455	910
615	1457	908
616	1459	905
617	1460	903
618	1463	900
619	1465	898
620	1467	895
621	1469	892
622	1471	890
623	1473	887
624	1474	884
625	1475	881
626	1477	878
627	1479	876
628	1481	873
629	1483	871
630	1485	868
631	1486	865
632	1488	863
633	1490	860
634	1492	857
635	1494	855
636	1495	852
637	1497	849
638	1499	847
639	1501	844
640	1503	841
641	1504	839
642	1506	836
643	1508	834
644	1510	831
645	1512	828
646	1514	826
647	1517	824
648	1519	821
649	1520	818
650	1522	815
651	1524	813
652	1525	810
653	1528	808
654	1530	806
655	1532	803
656	1534	801
657	1536	798
658	1538	796
659	1540	793
660	1543	791
661	1545	789
662	1548	787
663	1549	784
664	1551	781
665	1554	779
666	1556	777
667	1558	774
668	1561	772
669	1563	770
670	1566	767
671	1568	765
672	1571	763
673	1573	761
674	1575	758
675	1577	756
676	1579	753
677	1581	751
678	1583	748
679	1586	746
680	1588	744
681	1590	741
682	1601	743
683	1603	740
684	1605	738
685	1607	735
686	1609	733
687	1611	730
688	1613	728
689	1616	726
690	1618	723
691	1620	721
692	1623	719
693	1625	716
694	1627	714
695	1629	711
696	1631	709
697	1633	706
698	1634	703
699	1636	701
700	1638	699
701	1640	696
702	1642	693
703	1644	691
704	1646	688
705	1647	686
706	1649	683
707	1651	680
708	1653	678
709	1655	675
710	1656	673
711	1658	670
712	1660	668
713	1662	666
714	1664	663
715	1666	660
716	1668	658
717	1670	656
718	1671	653
719	1673	650
720	1674	648
721	1677	645
722	1678	643
723	1680	640
724	1681	637
725	1683	635
726	1685	633
727	1687	630
728	1689	628
729	1691	625
730	1693	623
731	1695	620
732	1697	618
733	1698	615
734	1700	613
735	1702	610
736	1703	607
737	1705	605
738	1707	603
739	1709	600
740	1711	598
741	1712	595
742	1714	593
743	1716	590
744	1718	588
745	1720	585
746	1722	583
747	1724	580
748	1726	578
749	1728	576
750	1730	573
751	1732	571
752	1734	568
753	1736	566
754	1738	564
755	1741	561
756	1743	559
757	1745	557
758	1747	554
759	1755	554
760	1757	551
761	1758	549
762	1761	547
763	1763	544
764	1766	542
765	1769	540
766	1772	538
767	1774	536
768	1777	533
769	1779	531
770	1781	529
771	1784	526
772	1786	524
773	1788	522
774	1791	520
775	1793	517
776	1795	515
777	1797	512
778	1799	510
779	1801	508
780	1804	505
781	1807	503
782	1809	501
783	1811	499
784	1813	496
785	1815	494
786	1817	491
787	1819	489
788	1821	487
789	1823	484
790	1824	482
791	1826	479
792	1827	477
793	1830	474
794	1831	472
795	1833	469
796	1834	467
797	1836	464
798	1838	462
799	1839	459
800	1841	457
801	1843	455
802	1845	452
803	1847	450
804	1849	447
805	1850	445
806	1852	443
807	1853	440
808	1855	438
809	1856	435
810	1857	432
811	1859	430
812	1862	428
813	1863	425
814	1865	423
815	1867	421
816	1868	418
817	1870	416
818	1872	413
819	1874	411
820	1875	408
821	1877	406
822	1879	404
823	1881	401
824	1882	399
825	1884	396
826	1886	394
827	1888	392
828	1890	389
829	1892	387
830	1893	385
831	1895	382
832	1897	380
833	1898	377
834	1900	375
835	1903	373
836	1905	371
837	1907	368
838	1909	366
839	1911	364
840	1913	361
841	1915	359
842	1917	357
843	1920	355
844	1922	352
845	1924	350
846	1927	348
847	1929	345
848	1931	343
849	1933	341
850	1935	338
851	1937	336
852	1939	334
853	1941	331
854	1943	329
855	1946	327
856	1948	325
857	1950	322
858	1953	320
859	1955	318
860	1957	316
861	1959	313
862	1961	311
863	1963	309
864	1965	306
865	1968	304
866	1970	302
867	1972	299
868	1974	297
869	1976	295
870	1978	293
871	1980	290
872	1982	288
873	1984	286
874	1986	283
875	1988	281
876	1991	279
877	1993	276
878	1995	274
879	1997	272
880	1999	270
881	2001	267
882	2003	265
883	2005	263
884	2007	260
885	2008	258
886	2010	256
887	2012	253
888	2014	251
889	2016	249
890	2018	246
891	2020	244
892	2022	242
893	2024	240
894	2026	237
895	2028	235
896	2030	233
897	2033	230
898	2035	228
899	2036	226
900	2038	224
901	2040	221
902	2042	219
903	2044	217
904	2046	214
905	2048	212
906	2049	210
907	2051	207
908	2053	205
909	2055	203
910	2057	200
911	2059	198
912	2061	196
913	2063	194
914	2064	191
915	2066	189
916	2068	187
917	2070	184
918	2072	182
919	2074	180
920	2076	178
921	2079	175
922	2081	173
923	2083	171
924	2086	169
925	2089	166
926	2091	164
927	2093	162
928	2095	160
929	2097	157
930	2099	155
931	2101	153
932	2103	151
933	2105	148
934	2107	146
935	2110	144
936	2112	142
937	2114	139
938	2116	137
939	2119	135
940	2121	133
941	2123	130
942	2125	128
943	2127	126
944	2129	123
945	2132	121
946	2134	119
947	2137	117
948	2139	114
949	2141	112
950	2143	110
951	2144	108
952	2146	105
953	2148	103
954	2150	101
955	2152	99
956	2154	96
957	2156	94
958	2158	92
959	2160	90
960	2161	87
961	2163	85
962	2165	83
963	2167	80
964	2169	78
965	2171	76
966	2173	74
967	2175	71
968	2177	69
969	2179	67
970	2181	65
971	2183	62
972	2185	60
973	2186	58
974	2188	56
975	2190	53
976	2192	51
977	2194	49
978	2196	47
979	2198	44
980	2200	42
981	2202	40
982	2203	38
983	2205	35
984	2207	33
985	2209	31
986	2211	29
987	2213	26
988	2215	24
989	2217	22
990	2219	20
991	2221	17
992	2222	15
993	2224	13
994	2226	11
995	2228	8
996	2230	6
997	2232	4
998	2234	2
999	2236	0
